:START_ID,:END_ID,:TYPE
32999,3901,NEEDS
32999,3904,NEEDS
32999,3903,NEEDS
32999,3902,NEEDS
32999,3912,NEEDS
32999,3803,NEEDS
32999,3585,NEEDS
32999,3905,NEEDS
33000,3913,NEEDS
33000,3916,NEEDS
33000,3915,NEEDS
33000,3596,NEEDS
33000,3917,NEEDS
33000,3914,NEEDS
33001,3926,NEEDS
33001,3925,NEEDS
33001,3924,NEEDS
33001,3922,NEEDS
33001,3923,NEEDS
33001,3920,NEEDS
33001,3919,NEEDS
33001,3918,NEEDS
33001,3921,NEEDS
33002,3935,NEEDS
33002,3934,NEEDS
33002,3927,NEEDS
33002,3928,NEEDS
33002,3929,NEEDS
33002,3696,NEEDS
33002,3930,NEEDS
33002,3931,NEEDS
33002,3932,NEEDS
33002,3933,NEEDS
33003,3685,NEEDS
33003,3532,NEEDS
33003,3554,NEEDS
33003,3803,NEEDS
33003,3939,NEEDS
33003,3938,NEEDS
33003,3616,NEEDS
33003,3585,NEEDS
33003,3551,NEEDS
33003,3683,NEEDS
33003,3694,NEEDS
33003,3876,NEEDS
33003,3936,NEEDS
33003,3937,NEEDS
33004,3941,NEEDS
33004,3942,NEEDS
33004,3940,NEEDS
33005,3695,NEEDS
33005,3943,NEEDS
33005,3944,NEEDS
33005,3945,NEEDS
33005,3946,NEEDS
33006,3966,NEEDS
33006,3967,NEEDS
33006,3968,NEEDS
33006,3969,NEEDS
33006,3972,NEEDS
33006,3971,NEEDS
33006,3712,NEEDS
33006,3716,NEEDS
33006,3970,NEEDS
33006,3965,NEEDS
33006,3952,NEEDS
33006,3962,NEEDS
33006,3961,NEEDS
33006,3960,NEEDS
33006,3959,NEEDS
33006,3958,NEEDS
33006,3947,NEEDS
33006,3957,NEEDS
33006,3948,NEEDS
33006,3956,NEEDS
33006,3955,NEEDS
33006,3949,NEEDS
33006,3954,NEEDS
33006,3950,NEEDS
33006,3953,NEEDS
33006,3951,NEEDS
33006,3964,NEEDS
33006,3963,NEEDS
33006,3804,NEEDS
33006,3778,NEEDS
33006,3693,NEEDS
33006,3728,NEEDS
33007,3588,NEEDS
33007,3682,NEEDS
33007,3686,NEEDS
33007,3585,NEEDS
33007,3551,NEEDS
