:START_ID,:START_ID,:END_ID,:TYPE
843,843,2,HAS_FUTURE
863,863,2,HAS_FUTURE
864,864,2,HAS_FUTURE
868,868,2,HAS_FUTURE
869,869,2,HAS_FUTURE
871,871,2,HAS_FUTURE
872,872,2,HAS_FUTURE
873,873,2,HAS_FUTURE
874,874,2,HAS_FUTURE
875,875,2,HAS_FUTURE
879,879,2,HAS_FUTURE
893,893,2,HAS_FUTURE
896,896,2,HAS_FUTURE
910,910,2,HAS_FUTURE
912,912,2,HAS_FUTURE
916,916,2,HAS_FUTURE
918,918,2,HAS_FUTURE
928,928,2,HAS_FUTURE
930,930,2,HAS_FUTURE
931,931,2,HAS_FUTURE
933,933,2,HAS_FUTURE
934,934,2,HAS_FUTURE
935,935,2,HAS_FUTURE
943,943,2,HAS_FUTURE
948,948,2,HAS_FUTURE
949,949,2,HAS_FUTURE
950,950,2,HAS_FUTURE
951,951,2,HAS_FUTURE
952,952,2,HAS_FUTURE
953,953,2,HAS_FUTURE
954,954,2,HAS_FUTURE
955,955,2,HAS_FUTURE
959,959,2,HAS_FUTURE
961,961,2,HAS_FUTURE
962,962,2,HAS_FUTURE
963,963,2,HAS_FUTURE
964,964,2,HAS_FUTURE
966,966,2,HAS_FUTURE
969,969,2,HAS_FUTURE
971,971,2,HAS_FUTURE
972,972,2,HAS_FUTURE
973,973,2,HAS_FUTURE
974,974,2,HAS_FUTURE
980,980,2,HAS_FUTURE
984,984,2,HAS_FUTURE
986,986,2,HAS_FUTURE
994,994,2,HAS_FUTURE
995,995,2,HAS_FUTURE
1002,1002,2,HAS_FUTURE
1003,1003,2,HAS_FUTURE
1004,1004,2,HAS_FUTURE
1005,1005,2,HAS_FUTURE
1006,1006,2,HAS_FUTURE
1008,1008,2,HAS_FUTURE
1012,1012,2,HAS_FUTURE
1013,1013,2,HAS_FUTURE
1015,1015,2,HAS_FUTURE
