listing_skill_id,listing_skill_name,course_skill_names,course_skill_ids,all_skills_matched,all_skills_matched_str
14791,tsql queries,[],[],['tsql queries'],tsql queries
14792,erp enterprise system,"['enterprise system', 'enterprise systems']","[6498, 7324]","['erp enterprise system', 'enterprise systems', 'enterprise system']",erp enterprise system;enterprise systems;enterprise system
14793,sap configuration,[],[],['sap configuration'],sap configuration
14794,cutover activities,[],[],['cutover activities'],cutover activities
14795,edi interface,[],[],['edi interface'],edi interface
14796,selenium webdriver,[],[],['selenium webdriver'],selenium webdriver
14797,switches ccnp broad,[],[],['switches ccnp broad'],switches ccnp broad
14798,geneva loader,[],[],['geneva loader'],geneva loader
14799,geneva workflow,[],[],['geneva workflow'],geneva workflow
14800,rsl,[],[],['rsl'],rsl
14801,tubing,[],[],['tubing'],tubing
14802,plumbing,[],[],['plumbing'],plumbing
14803,srf business analyst,"['a business analyst', 'business analyst']","[8898, 8897]","['srf business analyst', 'a business analyst', 'business analyst']",srf business analyst;a business analyst;business analyst
14804,wire frames,[],[],['wire frames'],wire frames
14805,memsql,[],[],['memsql'],memsql
14806,systems hardening,[],[],['systems hardening'],systems hardening
14807,road map,[],[],['road map'],road map
14808,vpm,[],[],['vpm'],vpm
14809,handle scrum team,[],[],['handle scrum team'],handle scrum team
14810,mysql git,[],[],['mysql git'],mysql git
14811,wordpress development php,[],[],['wordpress development php'],wordpress development php
14812,sr. microsoft exchange engineer - new york metrovdx,[],[],['sr. microsoft exchange engineer - new york metrovdx'],sr. microsoft exchange engineer - new york metrovdx
14813,microsoft exchange engineer,[],[],['microsoft exchange engineer'],microsoft exchange engineer
14814,flexera software,[],[],['flexera software'],flexera software
14815,an exchange engineer,[],[],['an exchange engineer'],an exchange engineer
14816,eg innovations,[],[],['eg innovations'],eg innovations
14817,active directorydesign,['active directory'],[15588],"['active directory', 'active directorydesign']",active directory;active directorydesign
14818,res software,[],[],['res software'],res software
14819,forefront identity,[],[],['forefront identity'],forefront identity
14820,microsoft national solutions provider,[],[],['microsoft national solutions provider'],microsoft national solutions provider
14821,desktop and data center,[],[],['desktop and data center'],desktop and data center
14822,architects and companies,[],[],['architects and companies'],architects and companies
14823,"ms exchange, active directory",[],[],"['ms exchange, active directory']","ms exchange, active directory"
14824,companies,['companies'],[8435],['companies'],companies
14825,cisco certification,[],[],['cisco certification'],cisco certification
14826,excel access,[],[],['excel access'],excel access
14827,microsoft products,[],[],['microsoft products'],microsoft products
14828,quota,[],[],['quota'],quota
14829,hyperion administrator dba,[],[],['hyperion administrator dba'],hyperion administrator dba
14830,aso bso,[],[],['aso bso'],aso bso
14831,tuning,[],[],['tuning'],tuning
14832,fdmee,[],[],['fdmee'],fdmee
14833,and data modeling,['data modeling'],[16694],"['and data modeling', 'data modeling']",and data modeling;data modeling
14834,user interface designer,['user interface design'],[3671],"['user interface designer', 'user interface design']",user interface designer;user interface design
14835,creative suite,[],[],['creative suite'],creative suite
14836,responsive web,[],[],['responsive web'],responsive web
14837,ui designer,[],[],['ui designer'],ui designer
14838,graphics designer,[],[],['graphics designer'],graphics designer
14839,software deployment,[],[],['software deployment'],software deployment
14840,hardware troubleshooting,[],[],['hardware troubleshooting'],hardware troubleshooting
14841,j2ee java,[],[],['j2ee java'],j2ee java
14842,velocity,[],[],['velocity'],velocity
14843,bootstrap database  ,[],[],['bootstrap database  '],bootstrap database  
14844,threat  incident manager,[],[],['threat  incident manager'],threat  incident manager
14845,cfa,[],[],['cfa'],cfa
14846,credit risk,['credit risk'],[12291],['credit risk'],credit risk
14847,financial risk,['financial risk'],[6226],['financial risk'],financial risk
14848,kmv,[],[],['kmv'],kmv
14849,eze castle,[],[],['eze castle'],eze castle
14850,advanced excel,['advanced excel'],[16329],['advanced excel'],advanced excel
14851,vlookups,[],[],['vlookups'],vlookups
14852,pivot,[],[],['pivot'],pivot
14853,ibi,[],[],['ibi'],ibi
14854,hl7 interface developer,[],[],['hl7 interface developer'],hl7 interface developer
14855,or other oo language,[],[],['or other oo language'],or other oo language
14856,sap hcm successfactors,[],[],['sap hcm successfactors'],sap hcm successfactors
14857,sap on premise,[],[],['sap on premise'],sap on premise
14858,employee central,[],[],['employee central'],employee central
14859,territory alignment,[],[],['territory alignment'],territory alignment
14860,incentive compensation,[],[],['incentive compensation'],incentive compensation
14861,call planning,[],[],['call planning'],call planning
14862,mcp certification,[],[],['mcp certification'],mcp certification
14863,a+ certification,[],[],['a+ certification'],a+ certification
14864,android or pcf,[],[],['android or pcf'],android or pcf
14865,jpas,[],[],['jpas'],jpas
14866,personnel security,[],[],['personnel security'],personnel security
14867,troubleshoot network,[],[],['troubleshoot network'],troubleshoot network
14868,operation,['operations'],[6680],"['operation', 'operations']",operation;operations
14869,financial lending,[],[],['financial lending'],financial lending
14870,software solutions,[],[],['software solutions'],software solutions
14871,sap mdg,[],[],['sap mdg'],sap mdg
14872,sap data governance lead,[],[],['sap data governance lead'],sap data governance lead
14873,3rd level problem management,[],[],['3rd level problem management'],3rd level problem management
14874,supply planning,['supply chain planning'],[9372],"['supply planning', 'supply chain planning']",supply planning;supply chain planning
14875,supply chain managment,"['supply chain management', 'supply chain risk management', 'the supply chain management']","[4101, 14129, 13374]","['supply chain management', 'the supply chain management', 'supply chain risk management', 'supply chain managment']",supply chain management;the supply chain management;supply chain risk management;supply chain managment
14876,test automation engineer  sugar crm,['test automation engineer'],[11826],"['test automation engineer', 'test automation engineer  sugar crm']",test automation engineer;test automation engineer  sugar crm
14877,c ++,[],[],['c ++'],c ++
14878,web automation,[],[],['web automation'],web automation
14879,sugarcrm 7x,[],[],['sugarcrm 7x'],sugarcrm 7x
14880,nonprofit,[],[],['nonprofit'],nonprofit
14881,hibernate and struts web services,[],[],['hibernate and struts web services'],hibernate and struts web services
14882,open source java spring,[],[],['open source java spring'],open source java spring
14883,healthcare insurance,['health insurance'],[5881],"['health insurance', 'healthcare insurance']",health insurance;healthcare insurance
14884,3rd party,[],[],['3rd party'],3rd party
14885,epicor,[],[],['epicor'],epicor
14886,stash aws,[],[],['stash aws'],stash aws
14887,absence,[],[],['absence'],absence
14888,workday functional,[],[],['workday functional'],workday functional
14889,certification desired,[],[],['certification desired'],certification desired
14890,python and or java,[],[],['python and or java'],python and or java
14891,data visualization tools,"['building data visualization tools', 'data visualization']","[14639, 219]","['building data visualization tools', 'data visualization tools', 'data visualization']",building data visualization tools;data visualization tools;data visualization
14892,hedis,[],[],['hedis'],hedis
14893,power 7 iseries,['power series'],[6385],"['power 7 iseries', 'power series']",power 7 iseries;power series
14894,mocha soft,[],[],['mocha soft'],mocha soft
14895,os 400,[],[],['os 400'],os 400
14896,ibm i access,[],[],['ibm i access'],ibm i access
14897,rwd,[],[],['rwd'],rwd
14898,cbap,[],[],['cbap'],cbap
14899,noncloud,[],[],['noncloud'],noncloud
14900,interview process,[],[],['interview process'],interview process
14901,azure resource,[],[],['azure resource'],azure resource
14902,iot hub,[],[],['iot hub'],iot hub
14903,service fabric,[],[],['service fabric'],service fabric
14904,the senior iot software engineer,[],[],['the senior iot software engineer'],the senior iot software engineer
14905,ge predix,[],[],['ge predix'],ge predix
14906,appdeployments,[],[],['appdeployments'],appdeployments
14907,including1+ microsoft azure,[],[],['including1+ microsoft azure'],including1+ microsoft azure
14908,1+ ayla iot,[],[],['1+ ayla iot'],1+ ayla iot
14909,"ge predix,1+ ayla iot",[],[],"['ge predix,1+ ayla iot']","ge predix,1+ ayla iot"
14910,spring hibernate and web services,[],[],['spring hibernate and web services'],spring hibernate and web services
14911,interview,['interview'],[838],['interview'],interview
14912,java and financial services,[],[],['java and financial services'],java and financial services
14913,linux unix server,[],[],['linux unix server'],linux unix server
14914,apache velocity experience huge plus,[],[],['apache velocity experience huge plus'],apache velocity experience huge plus
14915,core java 17 18,[],[],['core java 17 18'],core java 17 18
14916,excel skills,[],[],['excel skills'],excel skills
14917,testing qa experience,[],[],['testing qa experience'],testing qa experience
14918,regression analysis,['regression analysis'],[172],['regression analysis'],regression analysis
14919,black box white box testing,[],[],['black box white box testing'],black box white box testing
14920,microservices architecture,[],[],['microservices architecture'],microservices architecture
14921,wireless technologies,[],[],['wireless technologies'],wireless technologies
14922,product change impact assessment,[],[],['product change impact assessment'],product change impact assessment
14923,implementation and migration,[],[],['implementation and migration'],implementation and migration
14924,senior front end developer  angularjs,[],[],['senior front end developer  angularjs'],senior front end developer  angularjs
14925,it ba,[],[],['it ba'],it ba
14926,solutions prior success,[],[],['solutions prior success'],solutions prior success
14927,selenium  jira,[],[],['selenium  jira'],selenium  jira
14928,hp uft,[],[],['hp uft'],hp uft
14929,greenhopper  web services,[],[],['greenhopper  web services'],greenhopper  web services
14930,new jersey  5070k,[],[],['new jersey  5070k'],new jersey  5070k
14931,ccna full time shifts  eatontown,[],[],['ccna full time shifts  eatontown'],ccna full time shifts  eatontown
14932,cisco noc engineer routing,[],[],['cisco noc engineer routing'],cisco noc engineer routing
14933,microsoft architect,[],[],['microsoft architect'],microsoft architect
14934,python architect,[],[],['python architect'],python architect
14935,financial services risk,['financial services'],[1224],"['financial services risk', 'financial services']",financial services risk;financial services
14936,grid  cloud  computing,['grid computing'],[5431],"['grid computing', 'grid  cloud  computing']",grid computing;grid  cloud  computing
14937,pyunit required,[],[],['pyunit required'],pyunit required
14938,html5  css,[],[],['html5  css'],html5  css
14939,css and html,[],[],['css and html'],css and html
14940,r sparkr,[],[],['r sparkr'],r sparkr
14941,h20,[],[],['h20'],h20
14942,spark mllib,"['spark mllib', 'sparks mllib', 'pyspark mllib']","[13169, 9244, 12536]","['spark mllib', 'sparks mllib', 'pyspark mllib']",spark mllib;sparks mllib;pyspark mllib
14943,code rush,[],[],['code rush'],code rush
14944,java experience,[],[],['java experience'],java experience
14945,storage specialist with jboss fuse,[],[],['storage specialist with jboss fuse'],storage specialist with jboss fuse
14946,quality assurance and release management,[],[],['quality\xa0assurance\xa0and release management'],quality assurance and release management
14947,the american college,[],[],['the american college'],the american college
14948,quality assurance,[],[],['quality\xa0assurance'],quality assurance
14949,job requirements,[],[],['job requirements'],job requirements
14950,quality assurance ,[],[],['quality\xa0assurance\xa0'],quality assurance 
14951,quality assurance manager,[],[],['quality\xa0assurance\xa0manager'],quality assurance manager
14952,release management,[],[],['release management'],release management
14953,quality assurance analystsidentify,[],[],['quality assurance analystsidentify'],quality assurance analystsidentify
14954,bachelor’s,['bachelors'],[6153],"['bachelors', 'bachelor’s']",bachelors;bachelor’s
14955,synechron,[],[],['synechron'],synechron
14956,xslmust,[],[],['xslmust'],xslmust
14957,information management,"['health information management', 'innovation management', 'enterprise information management']","[5087, 7062, 5232]","['health information management', 'innovation management', 'information management', 'enterprise information management']",health information management;innovation management;information management;enterprise information management
14958,"enterprise architecture, information management",['enterprise information management'],[5232],"['enterprise architecture, information management', 'enterprise information management']","enterprise architecture, information management;enterprise information management"
14959,"data warehousing, integration architecture",[],[],"['data warehousing, integration architecture']","data warehousing, integration architecture"
14960,consumer industry,[],[],['consumer industry'],consumer industry
14961,information steward is,[],[],['information steward is'],information steward is
14962,gpos,[],[],['gpos'],gpos
14963,skills strong,[],[],['skills strong'],skills strong
14964,applications identify,[],[],['applications identify'],applications identify
14965,a systems developer,[],[],['a systems developer'],a systems developer
14966,job overviewthe bloomingdales business intelligence,[],[],['job overviewthe bloomingdales business intelligence'],job overviewthe bloomingdales business intelligence
14967,the systems developer,[],[],['the systems developer'],the systems developer
14968,ability strong,[],[],['ability strong'],ability strong
14969,skills proficient,[],[],['skills proficient'],skills proficient
14970,excel macros,['excel macros'],[12246],['excel macros'],excel macros
14971,external data connections,[],[],['external data connections'],external data connections
14972,overviewthe bloomingdales business intelligence,[],[],['overviewthe bloomingdales business intelligence'],overviewthe bloomingdales business intelligence
14973,essential functions review,[],[],['essential functions review'],essential functions review
14974,the director of reporting and systems development,[],[],['the director of reporting and systems development'],the director of reporting and systems development
14975,reporting and systems development,[],[],['reporting and systems development'],reporting and systems development
14976,vugen,[],[],['vugen'],vugen
14977,clickscript,[],[],['clickscript'],clickscript
14978,rte tn3270,[],[],['rte tn3270'],rte tn3270
14979,introscope,[],[],['introscope'],introscope
14980,performance center,[],[],['performance center'],performance center
14981,jprofiler,[],[],['jprofiler'],jprofiler
14982,rdp,[],[],['rdp'],rdp
14983,git jenkins,[],[],['git jenkins'],git jenkins
14984,nosql  mongodb,[],[],['nosql  mongodb'],nosql  mongodb
14985,report development,[],[],['report development'],report development
14986,functional support,[],[],['functional support'],functional support
14987,sql writing,[],[],['sql writing'],sql writing
14988,oracle service bus 11g,[],[],['oracle service bus 11g'],oracle service bus 11g
14989,dynamo,[],[],['dynamo'],dynamo
14990,experience with one etl informatica,[],[],['experience with one etl informatica'],experience with one etl informatica
14991,pdh,[],[],['pdh'],pdh
14992,cdh,[],[],['cdh'],cdh
14993,revenue,['revenue'],[1473],['revenue'],revenue
14994,advanced planning and optimization,[],[],['advanced planning and optimization'],advanced planning and optimization
14995,snp,[],[],['snp'],snp
14996,thread,[],[],['thread'],thread
14997,verbal written,[],[],['verbal written'],verbal written
14998,presentations skills change management,[],[],['presentations skills change management'],presentations skills change management
14999,executive adminsitrative,[],[],['executive adminsitrative'],executive adminsitrative
15000,develop presentations,[],[],['develop presentations'],develop presentations
15001,pythonmust,[],[],['pythonmust'],pythonmust
15002,take-es.com,[],[],['take-es.com'],take-es.com
15003,digital applicationswe,[],[],['digital applicationswe'],digital applicationswe
15004,mavenexperience,[],[],['mavenexperience'],mavenexperience
15005,visual studio and net,[],[],['visual studio and net'],visual studio and net
15006,statistical modeling,['statistical models'],[12629],"['statistical models', 'statistical modeling']",statistical models;statistical modeling
15007,and vmware,[],[],['and vmware'],and vmware
15008,salesforce strategy,['sales strategy'],[2328],"['salesforce strategy', 'sales strategy']",salesforce strategy;sales strategy
15009,architecture and solutions leader,[],[],['architecture and solutions leader'],architecture and solutions leader
15010,netframework 45+,[],[],['netframework 45+'],netframework 45+
15011,angular react js,[],[],['angular react js'],angular react js
15012,ucmdb,[],[],['ucmdb'],ucmdb
15013,clustering mirroring replication,[],[],['clustering mirroring replication'],clustering mirroring replication
15014,database monitoring,[],[],['database monitoring'],database monitoring
15015,knowledge of tibco rendezvous,[],[],['knowledge of tibco rendezvous'],knowledge of tibco rendezvous
15016,ion marketview,[],[],['ion marketview'],ion marketview
15017,react javascript,[],[],['react javascript'],react javascript
15018,ioe,[],[],['ioe'],ioe
15019,cisco nexus 7000,[],[],['cisco nexus 7000'],cisco nexus 7000
15020,prem managed services,['managed services'],[5337],"['prem managed services', 'managed services']",prem managed services;managed services
15021,the crn fast growth 150,[],[],['the crn fast growth 150'],the crn fast growth 150
15022,senior network engineerthe senior network engineer,[],[],['senior network engineerthe senior network engineer'],senior network engineerthe senior network engineer
15023,"the crn fast growth 150 list, inc",[],[],"['the crn fast growth 150 list, inc']","the crn fast growth 150 list, inc"
15024,times,[],[],['times'],times
15025,cisco switch family,[],[],['cisco switch family'],cisco switch family
15026,work togethersenior network engineerthis,[],[],['work togethersenior network engineerthis'],work togethersenior network engineerthis
15027,network management systems,[],[],['network management systems'],network management systems
15028,times union top workplace,[],[],['times union top workplace'],times union top workplace
15029,the senior network engineer,[],[],['the senior network engineer'],the senior network engineer
15030,500|5000,[],[],['500|5000'],500|5000
15031,on prem managed services,[],[],['on prem managed services'],on prem managed services
15032,verifix,[],[],['verifix'],verifix
15033,sap ehs,[],[],['sap ehs'],sap ehs
15034,recipe development,[],[],['recipe development'],recipe development
15035,hmtl 5,[],[],['hmtl 5'],hmtl 5
15036,san administration,[],[],['san administration'],san administration
15037,international marketing experience,['international marketing'],[6184],"['international marketing', 'international marketing experience']",international marketing;international marketing experience
15038,marketing sales,[],[],['marketing sales'],marketing sales
15039,sales channel,[],[],['sales channel'],sales channel
15040,erp software implementation,[],[],['erp software implementation'],erp software implementation
15041,labview design patterns,[],[],['labview design patterns'],labview design patterns
15042,labview libraries,[],[],['labview libraries'],labview libraries
15043,aws security engineer,[],[],['aws security engineer'],aws security engineer
15044,cable management,[],[],['cable management'],cable management
15045,database engineering and operations,[],[],['database engineering and operations'],database engineering and operations
15046,network communication,[],[],['network communication'],network communication
15047,supervisory skills,[],[],['supervisory skills'],supervisory skills
15048,hp vertica,['hp vertica'],[13957],['hp vertica'],hp vertica
15049,senior software engineer cms  princeton,[],[],['senior software engineer cms  princeton'],senior software engineer cms  princeton
15050,a+ and n+ certifications,[],[],['a+ and n+ certifications'],a+ and n+ certifications
15051,it system management,[],[],['it system management'],it system management
15052,website development,['web development'],[1595],"['website development', 'web development']",website development;web development
15053,perl perl regex,[],[],['perl perl regex'],perl perl regex
15054,perl mod perl,[],[],['perl mod perl'],perl mod perl
15055,database testing,[],[],['database testing'],database testing
15056,wealth management or investment banking,[],[],['wealth management or investment banking'],wealth management or investment banking
15057,mainframe testing,[],[],['mainframe testing'],mainframe testing
15058,wealth managment,['wealth management'],[16487],"['wealth managment', 'wealth management']",wealth managment;wealth management
15059,financial apps,[],[],['financial apps'],financial apps
15060,web products,[],[],['web products'],web products
15061,mosaiq,[],[],['mosaiq'],mosaiq
15062,radiation oncology workflows,[],[],['radiation oncology workflows'],radiation oncology workflows
15063,401,[],[],['401'],401
15064,201,[],[],['201'],201
15065,301,[],[],['301'],301
15066,customizations,[],[],['customizations'],customizations
15067,501,[],[],['501'],501
15068,business intelligence development,[],[],['business intelligence development'],business intelligence development
15069,olap solutions,[],[],['olap solutions'],olap solutions
15070,crashlytics,[],[],['crashlytics'],crashlytics
15071,etc cloudbased solutions gcm,[],[],['etc cloudbased solutions gcm'],etc cloudbased solutions gcm
15072,flurry,[],[],['flurry'],flurry
15073,android sdks google analytics,[],[],['android sdks google analytics'],android sdks google analytics
15074,firebase,['firebase'],[4438],['firebase'],firebase
15075,google app engine,"['google app engine', 'google appengine']","[3127, 15630]","['google app engine', 'google appengine']",google app engine;google appengine
15076,css3 and angular or bootstrap,[],[],['css3 and angular or bootstrap'],css3 and angular or bootstrap
15077,learn python development,[],[],['learn python development'],learn python development
15078,java or c++ technology,[],[],['java or c++ technology'],java or c++ technology
15079,front office development using net,[],[],['front office development using net'],front office development using net
15080,solid investments experience,[],[],['solid investments experience'],solid investments experience
15081,database programming,[],[],['database programming'],database programming
15082,watson explorer,[],[],['watson explorer'],watson explorer
15083,predictive models,['predictive modelling'],[3217],"['predictive modelling', 'predictive models']",predictive modelling;predictive models
15084,oracle time labour,[],[],['oracle time labour'],oracle time labour
15085,mulesoft sr tech,[],[],['mulesoft sr tech'],mulesoft sr tech
15086,xslt and soap rest,[],[],['xslt and soap rest'],xslt and soap rest
15087,workbench case lawson design studio,[],[],['workbench case lawson design studio'],workbench case lawson design studio
15088,lawson development,[],[],['lawson development'],lawson development
15089,crm systems,[],[],['crm systems'],crm systems
15090,angularjs or emberjs,[],[],['angularjs or emberjs'],angularjs or emberjs
15091,scala or python,[],[],['scala or python'],scala or python
15092,basic networking,[],[],['basic networking'],basic networking
15093,computer technical support,[],[],['computer technical support'],computer technical support
15094,a digital project manager,[],[],['a digital project manager'],a digital project manager
15095,a project manager,[],[],['a project manager'],a project manager
15096,them!applicants,[],[],['them!applicants'],them!applicants
15097,pdf,['pdf'],[1951],['pdf'],pdf
15098,glastonbury,[],[],['glastonbury'],glastonbury
15099,digital project,[],[],['digital project'],digital project
15100,senior developer c#,[],[],['senior developer c#'],senior developer c#
15101,geneva,[],[],['geneva'],geneva
15102,wrc,[],[],['wrc'],wrc
15103,investran,[],[],['investran'],investran
15104,excel ole db,[],[],['excel ole db'],excel ole db
15105,system analysis and prototyping,[],[],['system analysis and prototyping'],system analysis and prototyping
15106,third party payment systems,[],[],['third party payment systems'],third party payment systems
15107,functional sp,[],[],['functional sp'],functional sp
15108,and custom bolton applications,[],[],['and custom bolton applications'],and custom bolton applications
15109,student financials system configuration,[],[],['student financials system configuration'],student financials system configuration
15110,including integrations with peoplesoft financials,[],[],['including integrations with peoplesoft financials'],including integrations with peoplesoft financials
15111,software and networking environments setup,[],[],['software and networking environments setup'],software and networking environments setup
15112,config remote access virus,[],[],['config remote access virus'],config remote access virus
15113,autoscaling,['auto scaling'],[12815],"['auto scaling', 'autoscaling']",auto scaling;autoscaling
15114,tagging,[],[],['tagging'],tagging
15115,load testing perfromance testing,[],[],['load testing perfromance testing'],load testing perfromance testing
15116,mobile test ios android,[],[],['mobile test ios android'],mobile test ios android
15117,devops or jenkins,[],[],['devops or jenkins'],devops or jenkins
15118,maven ant,[],[],['maven ant'],maven ant
15119,packaging packages,[],[],['packaging packages'],packaging packages
15120,jms q,[],[],['jms q'],jms q
15121,web programming skills,[],[],['web programming skills'],web programming skills
15122,intellij ide,[],[],['intellij ide'],intellij ide
15123,rest soap web service development,[],[],['rest soap web service development'],rest soap web service development
15124,spring core mvc,[],[],['spring core mvc'],spring core mvc
15125,wealth management is a must,[],[],['wealth management is a must'],wealth management is a must
15126,functional and ivr testing,['functional testing'],[10902],"['functional testing', 'functional and ivr testing']",functional testing;functional and ivr testing
15127,experience in capital markets,[],[],['experience in capital markets'],experience in capital markets
15128,sterling,[],[],['sterling'],sterling
15129,incidence response,[],[],['incidence response'],incidence response
15130,experience with administering firewalls,[],[],['experience with administering firewalls'],experience with administering firewalls
15131,siem and event correlation,[],[],['siem and event correlation'],siem and event correlation
15132,proxy servers,[],[],['proxy servers'],proxy servers
15133,internet gateways,[],[],['internet gateways'],internet gateways
15134,restify,[],[],['restify'],restify
15135,javscript,['javascript'],[1590],"['javascript', 'javscript']",javascript;javscript
15136,++s are scripting,[],[],['++s are scripting'],++s are scripting
15137,aspnet developer,[],[],['aspnet developer'],aspnet developer
15138,production engineering,['product  engineering'],[8496],"['production engineering', 'product  engineering']",production engineering;product  engineering
15139,avaya communication 62x,[],[],['avaya communication 62x'],avaya communication 62x
15140,adsync,[],[],['adsync'],adsync
15141,microsoft gold managed partner,[],[],['microsoft gold managed partner'],microsoft gold managed partner
15142,microsoft direct access,['microsoft access'],[10646],"['microsoft direct access', 'microsoft access']",microsoft direct access;microsoft access
15143,lakeside software,[],[],['lakeside software'],lakeside software
15144,a sr. active directory engineer,[],[],['a sr. active directory engineer'],a sr. active directory engineer
15145,group policyknowledge of,[],[],['group policyknowledge of'],group policyknowledge of
15146,group policyknowledge of advanced group policy management,[],[],['group policyknowledge of advanced group policy management'],group policyknowledge of advanced group policy management
15147,active directory sync,['active directory'],[15588],"['active directory sync', 'active directory']",active directory sync;active directory
15148,sr. active directory engineer- new york metrovdx,[],[],['sr. active directory engineer- new york metrovdx'],sr. active directory engineer- new york metrovdx
15149,microsoft certified solutions associate,[],[],['microsoft certified solutions associate'],microsoft certified solutions associate
15150,advanced group policy management,[],[],['advanced group policy management'],advanced group policy management
15151,dirsyncexperience,[],[],['dirsyncexperience'],dirsyncexperience
15152,universal access gatewaysexposure to azure active directory,[],[],['universal access gatewaysexposure to azure active directory'],universal access gatewaysexposure to azure active directory
15153,kaminario,[],[],['kaminario'],kaminario
15154,group policy objects,[],[],['group policy objects'],group policy objects
15155,microsoft certified solutions expert,[],[],['microsoft certified solutions expert'],microsoft certified solutions expert
15156,primary requirementsexperience with active directory federation services,[],[],['primary requirementsexperience with active directory federation services'],primary requirementsexperience with active directory federation services
15157,azure active directory,['active directory'],[15588],"['active directory', 'azure active directory']",active directory;azure active directory
15158,active directoryin,['active directory'],[15588],"['active directory', 'active directoryin']",active directory;active directoryin
15159,subnetsmonitoring active directory replication,[],[],['subnetsmonitoring active directory replication'],subnetsmonitoring active directory replication
15160,global catalog strategymanaging trust,[],[],['global catalog strategymanaging trust'],global catalog strategymanaging trust
15161,"high availability, diagnostics, capacity management",[],[],"['high availability, diagnostics, capacity management']","high availability, diagnostics, capacity management"
15162,dpoe,[],[],['dpoe'],dpoe
15163,epon,[],[],['epon'],epon
15164,olt,[],[],['olt'],olt
15165,optical network,[],[],['optical network'],optical network
15166,business analysis/project management experience- experience,[],[],['business analysis/project management experience- experience'],business analysis/project management experience- experience
15167,a front office business analyst,[],[],['a front office business analyst'],a front office business analyst
15168,us equities electronic trading it division,[],[],['us equities electronic trading it division'],us equities electronic trading it division
15169,business analysis/project management,[],[],['business analysis/project management'],business analysis/project management
15170,front office business analyst,[],[],['front office business analyst'],front office business analyst
15171,the sdlc- excellent communication- ability,[],[],['the sdlc- excellent communication- ability'],the sdlc- excellent communication- ability
15172,code handling,[],[],['code handling'],code handling
15173,rf planning,[],[],['rf planning'],rf planning
15174,computer scripting,[],[],['computer scripting'],computer scripting
15175,api platforms,['apigee api platforms'],[7567],"['apigee api platforms', 'api platforms']",apigee api platforms;api platforms
15176,sap api gateway mashery,[],[],['sap api gateway mashery'],sap api gateway mashery
15177,mulesoft api,[],[],['mulesoft api'],mulesoft api
15178,swagger 20,[],[],['swagger 20'],swagger 20
15179,akana,[],[],['akana'],akana
15180,wso2,[],[],['wso2'],wso2
15181,ca api,[],[],['ca api'],ca api
15182,ibm api,[],[],['ibm api'],ibm api
15183,apigee edge,[],[],['apigee edge'],apigee edge
15184,apeona,[],[],['apeona'],apeona
15185,29xx,[],[],['29xx'],29xx
15186,and 39xx series routers design,[],[],['and 39xx series routers design'],and 39xx series routers design
15187,38xx,[],[],['38xx'],38xx
15188,including 28xx,[],[],['including 28xx'],including 28xx
15189,must have java,[],[],['must have java'],must have java
15190,ios and or andriod,[],[],['ios and or andriod'],ios and or andriod
15191,websphere portal,[],[],['websphere portal'],websphere portal
15192,pega cti,[],[],['pega cti'],pega cti
15193,cpm framework,[],[],['cpm framework'],cpm framework
15194,pega cpm framework,[],[],['pega cpm framework'],pega cpm framework
15195,pega prpc,[],[],['pega prpc'],pega prpc
15196,bpmn,[],[],['bpmn'],bpmn
15197,pega smart dispute,[],[],['pega smart dispute'],pega smart dispute
15198,angular js css and html,[],[],['angular js css and html'],angular js css and html
15199,w 3rd party,[],[],['w 3rd party'],w 3rd party
15200,dtd,[],[],['dtd'],dtd
15201,sso saml,[],[],['sso saml'],sso saml
15202,oif,[],[],['oif'],oif
15203,oes,[],[],['oes'],oes
15204,especially oam,[],[],['especially oam'],especially oam
15205,oia,[],[],['oia'],oia
15206,oracle iam suite 11gr2,[],[],['oracle iam suite 11gr2'],oracle iam suite 11gr2
15207,timeline,[],[],['timeline'],timeline
15208,project management life cycle,[],[],['project management life cycle'],project management life cycle
15209,microsofts sccm,[],[],['microsofts sccm'],microsofts sccm
15210,ssis developer data warehouse,[],[],['ssis developer data warehouse'],ssis developer data warehouse
15211,etl sql,[],[],['etl sql'],etl sql
15212,css3 exp  rdbms experience,[],[],['css3 exp  rdbms experience'],css3 exp  rdbms experience
15213,strong angularjs experience,[],[],['strong angularjs experience'],strong angularjs experience
15214,strong html5,[],[],['strong html5'],strong html5
15215,architected,[],[],['architected'],architected
15216,designed,[],[],['designed'],designed
15217,sr java,[],[],['sr java'],sr java
15218,templates,[],[],['templates'],templates
15219,angularjs 10 20,[],[],['angularjs 10 20'],angularjs 10 20
15220,ipdvs,[],[],['ipdvs'],ipdvs
15221,spring webvmc,[],[],['spring webvmc'],spring webvmc
15222,portal server,[],[],['portal server'],portal server
15223,application server,[],[],['application server'],application server
15224,an equal opportunity/affirmative action,[],[],['an equal opportunity/affirmative action'],an equal opportunity/affirmative action
15225,kulicke & soffa,[],[],['kulicke & soffa'],kulicke & soffa
15226,k&s,[],[],['k&s'],k&s
15227,nasdaq: klic),[],[],"[' klic)', 'nasdaq']", klic);nasdaq
15228,machinery,[],[],['machinery'],machinery
15229,required skills,[],[],['required skills'],required skills
15230,kns,[],[],['kns'],kns
15231,egrc,[],[],['egrc'],egrc
15232,rsa archer,[],[],['rsa archer'],rsa archer
15233,sap pp production planning concepts,[],[],['sap pp production planning concepts'],sap pp production planning concepts
