course_id,course_skill_id
975,44
981,44
984,44
994,44
1017,44
1028,44
1031,44
1040,44
1042,44
1044,44
1047,44
1073,44
1074,44
1085,44
1088,44
1089,44
1104,44
1106,44
1117,44
1123,44
1127,44
1142,44
1176,44
1199,44
1212,44
1219,44
1223,44
1228,44
1246,44
1272,44
1275,44
1288,44
1289,44
1303,44
1310,44
1322,44
1323,44
1325,44
1334,44
1341,44
1369,44
1399,44
1405,44
1416,44
1421,44
1424,44
1430,44
1443,44
1479,44
1497,44
1501,44
1504,44
1520,44
1522,44
1529,44
1530,44
1531,44
1543,44
1544,44
1562,44
1573,44
1578,44
1580,44
1583,44
1594,44
1611,44
1618,44
1626,44
1644,44
1651,44
1660,44
1661,44
1665,44
1670,44
1676,44
1678,44
1684,44
1697,44
1712,44
1714,44
1725,44
1732,44
1736,44
1743,44
1752,44
1755,44
1757,44
1764,44
1786,44
1794,44
1804,44
1807,44
1823,44
1832,44
1840,44
1846,44
1852,44
1853,44
1854,44
1856,44
1860,44
1864,44
1869,44
1870,44
1872,44
1886,44
1895,44
1911,44
1926,44
1928,44
1939,44
1962,44
1967,44
1970,44
1989,44
2038,44
2039,44
2040,44
2048,44
2050,44
2055,44
2056,44
2058,44
2067,44
2073,44
2075,44
2076,44
2080,44
2086,44
2119,44
2122,44
2128,44
2130,44
2154,44
2172,44
2182,44
2190,44
2200,44
2210,44
2212,44
2214,44
2241,44
2250,44
2251,44
2260,44
2264,44
2266,44
2272,44
2274,44
2329,44
2331,44
2345,44
2346,44
2348,44
2349,44
2352,44
2355,44
2356,44
2366,44
2374,44
2405,44
2413,44
2419,44
2444,44
2450,44
2461,44
2472,44
2475,44
2482,44
2522,44
2537,44
2539,44
2550,44
2569,44
2597,44
2604,44
2649,44
2671,44
2695,44
2702,44
2730,44
2736,44
2741,44
2746,44
2753,44
2774,44
2781,44
2784,44
2786,44
2788,44
2811,44
2829,44
2831,44
2841,44
2861,44
2873,44
2878,44
2880,44
2895,44
2909,44
2919,44
2923,44
2924,44
2937,44
2960,44
2964,44
2980,44
2992,44
2994,44
2995,44
3001,44
3046,44
3052,44
3058,44
3060,44
3069,44
3070,44
3081,44
3085,44
3106,44
3107,44
3113,44
3114,44
3126,44
3136,44
3175,44
3179,44
3195,44
3218,44
3225,44
3227,44
3237,44
3238,44
3240,44
3246,44
3262,44
3263,44
3268,44
3270,44
3276,44
3286,44
3296,44
3298,44
3317,44
3318,44
3333,44
3362,44
3363,44
3364,44
3365,44
3372,44
3377,44
3378,44
3400,44
3453,44
3457,44
3464,44
3476,44
3479,44
3482,44
3488,44
3490,44
3495,44
3512,44
3517,44
3,45
62,45
278,45
427,45
565,45
589,45
817,45
846,45
966,45
1032,45
1130,45
1144,45
1270,45
1310,45
1425,45
1511,45
1595,45
1602,45
1767,45
1812,45
1986,45
2063,45
2103,45
2338,45
2349,45
2404,45
2487,45
2546,45
2580,45
2604,45
2693,45
3032,45
3058,45
3091,45
3175,45
3187,45
3229,45
3260,45
3269,45
3463,45
3,46
1808,46
1936,46
3,47
197,47
419,47
668,47
708,47
1090,47
1126,47
1228,47
1298,47
1653,47
1743,47
1798,47
1860,47
2829,47
2889,47
2995,47
3170,47
3448,47
3,48
61,48
113,48
142,48
184,48
185,48
191,48
197,48
396,48
570,48
572,48
630,48
646,48
708,48
799,48
803,48
804,48
819,48
830,48
831,48
846,48
849,48
897,48
940,48
1043,48
1072,48
1090,48
1126,48
1152,48
1188,48
1286,48
1298,48
1321,48
1347,48
1363,48
1557,48
1598,48
1609,48
1652,48
1668,48
1683,48
1717,48
1743,48
1779,48
1798,48
1808,48
1839,48
1882,48
1885,48
1890,48
1891,48
1936,48
2038,48
2082,48
2167,48
2297,48
2513,48
2529,48
2572,48
2604,48
2688,48
2819,48
2823,48
2829,48
2887,48
2888,48
2942,48
3058,48
3261,48
3271,48
3277,48
3293,48
3358,48
3448,48
3,49
2937,49
3,50
3,51
147,51
512,51
727,51
817,51
1016,51
1126,51
1149,51
1347,51
1669,51
1798,51
2173,51
2297,51
3165,51
3463,51
4,52
302,52
477,52
617,52
653,52
1116,52
1233,52
1316,52
1433,52
1821,52
2534,52
2612,52
2938,52
2947,52
3093,52
3221,52
3403,52
3418,52
3421,52
4,53
3272,53
4,54
336,54
1580,54
2892,54
3272,54
4,55
85,55
336,55
550,55
1546,55
2892,55
3281,55
4,56
36,56
38,56
188,56
455,56
487,56
590,56
592,56
606,56
799,56
919,56
961,56
1035,56
1114,56
1281,56
1298,56
1358,56
1366,56
1506,56
1518,56
1785,56
1860,56
1922,56
1966,56
2059,56
2086,56
2200,56
2293,56
2373,56
2422,56
2456,56
2457,56
2589,56
2692,56
2707,56
2756,56
2833,56
2946,56
2975,56
3019,56
3026,56
3112,56
3121,56
3146,56
3171,56
3251,56
3402,56
3468,56
4,57
92,57
1162,57
1287,57
1546,57
2892,57
3027,57
3272,57
4,58
4,59
12,59
84,59
92,59
119,59
129,59
186,59
205,59
208,59
325,59
406,59
409,59
450,59
506,59
550,59
611,59
844,59
858,59
892,59
909,59
977,59
1033,59
1040,59
1074,59
1162,59
1204,59
1218,59
1262,59
1287,59
1356,59
1365,59
1368,59
1416,59
1500,59
1501,59
1544,59
1546,59
1574,59
1580,59
1731,59
1777,59
1792,59
1855,59
1887,59
2049,59
2105,59
2136,59
2155,59
2212,59
2228,59
2240,59
2259,59
2332,59
2351,59
2358,59
2388,59
2608,59
2611,59
2615,59
2684,59
2734,59
2773,59
2813,59
2826,59
2835,59
2861,59
2872,59
2880,59
2892,59
3028,59
3107,59
3112,59
3128,59
3139,59
3156,59
3254,59
3272,59
3281,59
3336,59
3390,59
3464,59
3482,59
3516,59
3521,59
4,60
1287,60
4,61
12,61
119,61
1162,61
2835,61
4,62
85,62
92,62
1287,62
1546,62
2136,62
2892,62
3027,62
3234,62
4,63
3272,63
4,64
23,64
85,64
92,64
119,64
164,64
208,64
223,64
278,64
336,64
387,64
406,64
548,64
570,64
611,64
709,64
844,64
958,64
971,64
982,64
1024,64
1033,64
1162,64
1262,64
1273,64
1287,64
1337,64
1353,64
1433,64
1438,64
1500,64
1529,64
1542,64
1546,64
1580,64
1632,64
1731,64
1807,64
1821,64
1861,64
2105,64
2136,64
2182,64
2259,64
2288,64
2351,64
2396,64
2608,64
2611,64
2684,64
2710,64
2734,64
2826,64
2835,64
2850,64
2861,64
2872,64
2892,64
2976,64
3027,64
3028,64
3139,64
3156,64
3198,64
3231,64
3234,64
3254,64
3260,64
3272,64
3281,64
3284,64
3315,64
3351,64
3390,64
3482,64
3517,64
4,65
13,65
74,65
84,65
119,65
133,65
186,65
205,65
220,65
226,65
232,65
239,65
263,65
285,65
326,65
329,65
342,65
349,65
372,65
376,65
380,65
405,65
407,65
430,65
480,65
536,65
554,65
576,65
632,65
635,65
673,65
687,65
719,65
754,65
760,65
768,65
790,65
961,65
984,65
998,65
1044,65
1053,65
1073,65
1074,65
1077,65
1109,65
1123,65
1127,65
1148,65
1159,65
1189,65
1191,65
1198,65
1204,65
1247,65
1325,65
1369,65
1416,65
1459,65
1479,65
1495,65
1507,65
1515,65
1529,65
1530,65
1531,65
1544,65
1545,65
1580,65
1618,65
1644,65
1676,65
1684,65
1741,65
1757,65
1775,65
1786,65
1800,65
1926,65
1938,65
1955,65
1959,65
1970,65
2039,65
2040,65
2056,65
2070,65
2073,65
2085,65
2087,65
2119,65
2159,65
2182,65
2200,65
2212,65
2214,65
2236,65
2250,65
2274,65
2303,65
2329,65
2346,65
2355,65
2444,65
2460,65
2497,65
2508,65
2515,65
2522,65
2550,65
2577,65
2587,65
2638,65
2642,65
2697,65
2707,65
2746,65
2752,65
2781,65
2794,65
2811,65
2813,65
2825,65
2830,65
2861,65
2895,65
2909,65
2919,65
2937,65
2942,65
2964,65
2992,65
3001,65
3085,65
3107,65
3113,65
3179,65
3195,65
3217,65
3218,65
3225,65
3237,65
3240,65
3246,65
3266,65
3268,65
3277,65
3333,65
3372,65
3377,65
3453,65
3464,65
3475,65
3482,65
3490,65
3512,65
3519,65
4,66
818,66
1959,66
3272,66
5,67
364,67
2025,67
2125,67
5,68
5,69
2025,69
5,70
230,70
561,70
787,70
1894,70
2742,70
2920,70
2991,70
3160,70
3187,70
5,71
2025,71
5,72
402,72
870,72
1215,72
1237,72
1320,72
1399,72
1441,72
1574,72
1666,72
1856,72
1940,72
2290,72
2717,72
3094,72
3172,72
5,73
5,74
230,74
561,74
1894,74
2991,74
5,75
103,75
135,75
230,75
455,75
1894,75
2025,75
2432,75
2991,75
3193,75
5,76
178,76
533,76
561,76
787,76
1806,76
1894,76
2025,76
2114,76
2124,76
2725,76
2920,76
2971,76
3160,76
3187,76
3193,76
3276,76
5,77
50,77
249,77
267,77
